date,new_cases,new_tests,new_tests_per_thousand,tests_per_case,stringency_index,population_density,median_age,aged_65_older,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,total_smokers ,percent_pop_infected
4/6/2020,57,5509,0.216,47.932,73.15,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.02
4/7/2020,100,8037,0.315,58.197,73.15,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.02
4/8/2020,112,8668,0.34,57.082,73.15,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.02
4/9/2020,96,10766,0.422,64.861,73.15,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.02
4/10/2020,100,8212,0.322,70.83,73.15,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.02
4/11/2020,86,9501,0.373,91.254,73.15,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.02
4/12/2020,51,6094,0.239,94.326,73.15,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.02
4/13/2020,33,8195,0.321,102.893,73.15,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.02
4/14/2020,44,4357,0.171,106.877,73.15,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.02
4/15/2020,50,4884,0.192,113.065,73.15,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
4/16/2020,42,8626,0.338,122.828,73.15,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
4/17/2020,39,11527,0.452,154.162,73.15,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
4/18/2020,36,14980,0.587,198.847,69.44,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
4/19/2020,53,14486,0.568,225.768,69.44,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
4/20/2020,26,10738,0.421,240.003,69.44,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
4/21/2020,13,8108,0.318,283.189,69.44,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
4/22/2020,22,12599,0.494,350.939,69.44,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
4/23/2020,7,14218,0.558,442.107,69.44,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
4/24/2020,13,15711,0.616,534.347,69.44,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
4/25/2020,20,11887,0.466,569.773,69.44,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
4/26/2020,16,12192,0.478,730.393,69.44,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
4/27/2020,10,10614,0.416,844.851,69.44,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
4/28/2020,12,13616,0.534,908.39,69.44,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
4/29/2020,13,13731,0.538,1010.615,69.44,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
4/30/2020,8,19231,0.754,1054.185,69.44,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
5/1/2020,16,25227,0.989,1121.032,69.44,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
5/2/2020,5,22715,0.891,1466.587,69.44,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
5/3/2020,16,21524,0.844,1583.225,69.44,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
5/4/2020,18,17107,0.671,1513.114,69.44,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
5/5/2020,24,14542,0.57,1340.78,69.44,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
5/6/2020,24,23900,0.937,1299.541,69.44,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
5/7/2020,26,33893,1.329,1231.837,69.44,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
5/8/2020,21,34701,1.361,1256.604,69.44,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
5/9/2020,18,38206,1.498,1250.857,69.44,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
5/10/2020,15,32416,1.271,1334.027,69.44,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
5/11/2020,12,27247,1.069,1463.6,69.44,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
5/12/2020,7,22808,0.894,1733.098,69.44,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
5/13/2020,16,31098,1.22,1916.235,69.44,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
5/14/2020,11,34455,1.351,2209.34,69.44,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
5/15/2020,14,40336,1.582,2436.226,65.74,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
5/16/2020,30,31836,1.248,2097.133,64.35,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
5/17/2020,17,26474,1.038,2002.393,64.35,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
5/18/2020,9,19908,0.781,1989.548,67.13,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
5/19/2020,15,23836,0.935,1856.625,67.13,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
5/20/2020,8,25697,1.008,1947.548,67.13,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
5/21/2020,11,26117,1.024,1867.317,67.13,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
5/22/2020,2,32998,1.294,2031.141,67.13,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
5/23/2020,14,21580,0.846,2323.816,67.13,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
5/24/2020,11,32533,1.276,2609.6,67.13,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
5/25/2020,3,19405,0.761,2846.375,65.28,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
5/26/2020,9,44023,1.726,3488.897,65.28,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
5/27/2020,15,50098,1.965,3488.477,65.28,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
5/28/2020,6,29123,1.142,3829.35,65.28,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
5/29/2020,11,30178,1.183,3288.986,63.43,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
5/30/2020,23,30916,1.212,3029.205,63.43,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
5/31/2020,12,26030,1.021,2908.544,63.43,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
6/1/2020,10,17652,0.692,2651.372,62.04,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
6/2/2020,9,18167,0.712,2350.779,62.04,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
6/3/2020,17,22313,0.875,1981.557,62.04,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
6/4/2020,8,33629,1.319,1987.611,62.04,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
6/5/2020,11,32863,1.289,2017.478,62.04,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
6/6/2020,11,11396,0.447,2077.564,62.04,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
6/7/2020,4,26874,1.054,2327.1,62.04,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
6/8/2020,5,16053,0.63,2481.446,62.04,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
6/9/2020,5,17169,0.673,2627.869,56.48,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
6/10/2020,2,29270,1.148,3635.891,56.48,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
6/11/2020,9,31269,1.226,3508.34,56.48,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
6/12/2020,9,34327,1.346,3696.778,46.76,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
6/13/2020,5,37101,1.455,4924.769,46.76,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
6/14/2020,12,29702,1.165,4146.681,46.76,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
6/15/2020,18,15796,0.619,3243.917,46.76,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
6/16/2020,15,20198,0.792,2823.8,46.76,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
6/17/2020,12,27770,1.089,2452.012,46.76,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
6/18/2020,23,51380,2.015,2300.766,46.76,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
6/19/2020,21,42708,1.675,2119.415,46.76,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
6/20/2020,18,35173,1.379,1871.647,46.76,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
6/21/2020,27,35946,1.41,1708.731,46.76,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
6/22/2020,25,66525,2.609,1983.681,46.76,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
6/23/2020,13,24972,0.979,2046.568,52.31,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
6/24/2020,18,47603,1.867,2098.648,52.31,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
6/25/2020,29,51917,2.036,2018.828,52.31,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
6/26/2020,37,49498,1.941,1866.066,52.31,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
6/27/2020,37,54222,2.126,1777.849,52.31,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
6/28/2020,46,43114,1.691,1648.039,52.31,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
6/29/2020,45,36520,1.432,1368.204,52.31,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
6/30/2020,81,40287,1.58,1102.942,52.31,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
7/1/2020,67,49941,1.958,951.754,68.98,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
7/2/2020,86,57859,2.269,830.684,68.98,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
7/3/2020,81,54078,2.121,758.512,68.98,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
7/4/2020,254,50176,1.968,502.992,68.98,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
7/5/2020,107,45399,1.78,463.602,68.98,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
7/6/2020,87,45730,1.793,450.156,68.98,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
7/7/2020,137,41942,1.645,421.402,68.98,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
7/8/2020,169,55299,2.169,380.546,75.46,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
7/9/2020,131,54425,2.134,359.261,75.46,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.03
7/10/2020,173,59437,2.331,333.089,75.46,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.04
7/11/2020,300,51225,2.009,320.161,75.46,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.04
7/12/2020,194,53995,2.117,303.992,75.46,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.04
7/13/2020,244,42300,1.659,266.042,71.76,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.04
7/14/2020,183,44449,1.743,259.06,71.76,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.04
7/15/2020,271,59904,2.349,244.476,71.76,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.04
7/16/2020,244,65575,2.572,234.237,68.06,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.04
7/17/2020,315,62728,2.46,217.12,68.06,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.04
7/18/2020,425,63387,2.486,209.134,68.06,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.04
7/19/2020,206,62632,2.456,212.38,68.06,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.04
7/20/2020,361,57962,2.273,207.8,68.06,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.05
7/21/2020,267,56310,2.208,205.121,68.06,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.05
7/22/2020,359,59794,2.345,196.778,68.06,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.05
7/23/2020,468,69308,2.718,179.977,68.06,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.05
7/24/2020,410,75584,2.964,178.276,68.06,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.05
7/25/2020,289,64084,2.513,188.846,68.06,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.05
7/26/2020,355,75619,2.965,182.806,68.06,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.05
7/27/2020,453,51966,2.038,174.034,68.06,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.06
7/30/2020,278,66205,2.596,165.532,68.06,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.06
8/2/2020,377,39158,1.536,123.426,75.46,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.07
8/3/2020,641,40529,1.589,113.585,79.17,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.07
8/4/2020,395,94706,3.714,129.751,79.17,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.07
8/5/2020,411,70464,2.763,132.505,79.17,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.07
8/6/2020,715,80008,3.138,121.086,79.17,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.08
8/7/2020,418,91937,3.605,137.17,79.17,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.08
8/8/2020,410,40197,1.576,135.73,79.17,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.08
8/9/2020,426,93191,3.655,149.6,79.17,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.08
8/10/2020,386,61132,2.397,168.186,79.17,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.08
8/11/2020,313,61626,2.417,161.921,79.17,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.08
8/12/2020,316,61172,2.399,163.963,79.17,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.09
8/13/2020,414,68441,2.684,178.045,79.17,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.09
8/14/2020,231,70629,2.77,182.847,79.17,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.09
8/15/2020,385,63370,2.485,194.076,79.17,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.09
8/16/2020,292,53774,2.109,188.338,79.17,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.09
8/17/2020,253,38539,1.511,189.451,79.17,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.09
8/18/2020,311,44516,1.746,181.854,79.17,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.09
8/19/2020,174,59882,2.348,193.764,79.17,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.09
8/20/2020,220,68336,2.68,213.853,79.17,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.09
8/24/2020,210,51447,2.018,276.863,79.17,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.1
8/25/2020,104,56675,2.223,329.611,79.17,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.1
8/26/2020,137,71703,2.812,348.37,79.17,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.1
8/27/2020,152,86268,3.383,382.713,79.17,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.1
8/31/2020,123,46224,1.813,531.959,75.46,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.1
9/1/2020,76,41344,1.621,531.435,75.46,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.1
9/2/2020,73,63998,2.51,565.775,75.46,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.1
9/3/2020,104,70983,2.784,582.306,75.46,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.1
9/7/2020,72,36086,1.415,786.506,75.46,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.1
9/8/2020,43,36963,1.45,823.958,75.46,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.1
9/9/2020,52,58936,2.311,846.016,75.46,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.1
9/10/2020,91,60098,2.357,846.225,75.46,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.1
9/14/2020,44,30946,1.214,950.551,75.46,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.1
9/15/2020,41,29503,1.157,935.522,75.46,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.1
9/16/2020,46,47845,1.876,920.462,75.46,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.1
9/17/2020,41,54357,2.132,1048.752,75.46,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.11
9/21/2020,13,23436,0.919,1103.846,75.46,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.11
9/22/2020,14,31595,1.239,1248.832,75.46,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.11
9/23/2020,30,42410,1.663,1320.152,75.46,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.11
9/24/2020,31,47634,1.868,1353.526,75.46,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.11
9/28/2020,24,17099,0.671,1715.739,68.06,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.11
9/29/2020,4,26010,1.02,1803.402,68.06,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.11
9/30/2020,19,48071,1.885,2014.149,68.06,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.11
10/1/2020,0,42248,1.657,2648.022,68.06,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.11
10/7/2020,25,32769,1.285,1935.468,68.06,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.11
10/8/2020,8,42837,1.68,1810.294,68.06,3.202,37.9,15.504,107.791,5.07,13,16.5,29.5,0.11
3/10/2020,94,804,0.069,10.719,19.44,375.564,41.8,18.571,114.898,4.29,25.1,31.4,56.5,0
3/11/2020,99,1108,0.096,10.169,19.44,375.564,41.8,18.571,114.898,4.29,25.1,31.4,56.5,0.01
3/12/2020,174,1438,0.124,9.297,19.44,375.564,41.8,18.571,114.898,4.29,25.1,31.4,56.5,0.01
3/13/2020,250,2524,0.218,9.097,23.15,375.564,41.8,18.571,114.898,4.29,25.1,31.4,56.5,0.01
3/14/2020,338,2171,0.187,8.733,50.93,375.564,41.8,18.571,114.898,4.29,25.1,31.4,56.5,0.01
3/15/2020,179,1269,0.109,8.285,50.93,375.564,41.8,18.571,114.898,4.29,25.1,31.4,56.5,0.01
3/16/2020,214,1892,0.163,8.314,50.93,375.564,41.8,18.571,114.898,4.29,25.1,31.4,56.5,0.02
3/17/2020,387,2255,0.195,7.712,50.93,375.564,41.8,18.571,114.898,4.29,25.1,31.4,56.5,0.02
3/18/2020,422,2714,0.234,7.264,73.15,375.564,41.8,18.571,114.898,4.29,25.1,31.4,56.5,0.02
3/19/2020,534,3395,0.293,6.979,73.15,375.564,41.8,18.571,114.898,4.29,25.1,31.4,56.5,0.03
3/20/2020,713,3120,0.269,6.033,81.48,375.564,41.8,18.571,114.898,4.29,25.1,31.4,56.5,0.03
3/21/2020,662,2276,0.196,5.438,81.48,375.564,41.8,18.571,114.898,4.29,25.1,31.4,56.5,0.04
3/22/2020,469,1414,0.122,5.018,81.48,375.564,41.8,18.571,114.898,4.29,25.1,31.4,56.5,0.04
3/23/2020,486,3322,0.287,5.035,81.48,375.564,41.8,18.571,114.898,4.29,25.1,31.4,56.5,0.05
3/24/2020,1328,3975,0.343,4.381,81.48,375.564,41.8,18.571,114.898,4.29,25.1,31.4,56.5,0.06
3/25/2020,1195,4282,0.369,4.044,81.48,375.564,41.8,18.571,114.898,4.29,25.1,31.4,56.5,0.07
3/26/2020,1199,4363,0.376,3.759,81.48,375.564,41.8,18.571,114.898,4.29,25.1,31.4,56.5,0.08
3/27/2020,1363,4930,0.425,3.665,81.48,375.564,41.8,18.571,114.898,4.29,25.1,31.4,56.5,0.09
3/28/2020,1518,3850,0.332,3.458,81.48,375.564,41.8,18.571,114.898,4.29,25.1,31.4,56.5,0.1
3/29/2020,844,2419,0.209,3.421,81.48,375.564,41.8,18.571,114.898,4.29,25.1,31.4,56.5,0.11
3/30/2020,683,4101,0.354,3.435,81.48,375.564,41.8,18.571,114.898,4.29,25.1,31.4,56.5,0.12
3/31/2020,1738,6432,0.555,3.557,81.48,375.564,41.8,18.571,114.898,4.29,25.1,31.4,56.5,0.13
4/1/2020,1681,5891,0.508,3.543,81.48,375.564,41.8,18.571,114.898,4.29,25.1,31.4,56.5,0.15
4/2/2020,1516,6088,0.525,3.608,81.48,375.564,41.8,18.571,114.898,4.29,25.1,31.4,56.5,0.16
4/3/2020,1478,6718,0.58,3.753,81.48,375.564,41.8,18.571,114.898,4.29,25.1,31.4,56.5,0.17
4/4/2020,1694,5368,0.463,3.842,81.48,375.564,41.8,18.571,114.898,4.29,25.1,31.4,56.5,0.19
4/5/2020,922,3828,0.33,3.956,81.48,375.564,41.8,18.571,114.898,4.29,25.1,31.4,56.5,0.19
4/6/2020,665,5840,0.504,4.143,81.48,375.564,41.8,18.571,114.898,4.29,25.1,31.4,56.5,0.2
4/7/2020,1934,7509,0.648,4.17,81.48,375.564,41.8,18.571,114.898,4.29,25.1,31.4,56.5,0.22
4/8/2020,1515,7972,0.688,4.455,81.48,375.564,41.8,18.571,114.898,4.29,25.1,31.4,56.5,0.23
4/9/2020,1598,8224,0.71,4.636,81.48,375.564,41.8,18.571,114.898,4.29,25.1,31.4,56.5,0.24
4/10/2020,2239,8537,0.737,4.474,81.48,375.564,41.8,18.571,114.898,4.29,25.1,31.4,56.5,0.26
4/11/2020,2336,8148,0.703,4.466,81.48,375.564,41.8,18.571,114.898,4.29,25.1,31.4,56.5,0.28
4/12/2020,1029,7287,0.629,4.729,81.48,375.564,41.8,18.571,114.898,4.29,25.1,31.4,56.5,0.29
4/13/2020,524,6698,0.578,4.866,81.48,375.564,41.8,18.571,114.898,4.29,25.1,31.4,56.5,0.3
4/14/2020,537,8163,0.704,5.628,81.48,375.564,41.8,18.571,114.898,4.29,25.1,31.4,56.5,0.3
4/15/2020,1560,10984,0.948,5.909,81.48,375.564,41.8,18.571,114.898,4.29,25.1,31.4,56.5,0.32
4/16/2020,1633,10742,0.927,6.143,81.48,375.564,41.8,18.571,114.898,4.29,25.1,31.4,56.5,0.33
4/17/2020,1674,11300,0.975,6.814,81.48,375.564,41.8,18.571,114.898,4.29,25.1,31.4,56.5,0.34
4/18/2020,1394,10312,0.89,7.842,81.48,375.564,41.8,18.571,114.898,4.29,25.1,31.4,56.5,0.36
4/19/2020,722,7200,0.621,8.13,81.48,375.564,41.8,18.571,114.898,4.29,25.1,31.4,56.5,0.36
4/20/2020,443,11916,1.028,8.868,81.48,375.564,41.8,18.571,114.898,4.29,25.1,31.4,56.5,0.37
4/21/2020,1276,10878,0.939,8.427,81.48,375.564,41.8,18.571,114.898,4.29,25.1,31.4,56.5,0.38
4/22/2020,1270,15588,1.345,9.265,81.48,375.564,41.8,18.571,114.898,4.29,25.1,31.4,56.5,0.39
4/23/2020,777,17379,1.5,11.193,81.48,375.564,41.8,18.571,114.898,4.29,25.1,31.4,56.5,0.39
4/24/2020,976,19068,1.645,13.465,81.48,375.564,41.8,18.571,114.898,4.29,25.1,31.4,56.5,0.4
4/25/2020,811,17193,1.483,15.813,81.48,375.564,41.8,18.571,114.898,4.29,25.1,31.4,56.5,0.41
4/26/2020,388,13879,1.198,17.826,81.48,375.564,41.8,18.571,114.898,4.29,25.1,31.4,56.5,0.41
4/27/2020,205,17472,1.508,19.543,81.48,375.564,41.8,18.571,114.898,4.29,25.1,31.4,56.5,0.41
4/28/2020,755,20371,1.758,23.341,81.48,375.564,41.8,18.571,114.898,4.29,25.1,31.4,56.5,0.42
4/29/2020,569,22660,1.955,28.57,81.48,375.564,41.8,18.571,114.898,4.29,25.1,31.4,56.5,0.43
4/30/2020,522,24870,2.146,32.066,81.48,375.564,41.8,18.571,114.898,4.29,25.1,31.4,56.5,0.43
5/1/2020,586,23551,2.032,36.495,81.48,375.564,41.8,18.571,114.898,4.29,25.1,31.4,56.5,0.44
5/2/2020,237,16482,1.422,42.7,81.48,375.564,41.8,18.571,114.898,4.29,25.1,31.4,56.5,0.44
5/3/2020,286,13430,1.159,43.936,81.48,375.564,41.8,18.571,114.898,4.29,25.1,31.4,56.5,0.44
5/4/2020,140,23199,2.002,46.709,81.48,375.564,41.8,18.571,114.898,4.29,25.1,31.4,56.5,0.44
5/5/2020,670,21521,1.857,48.409,78.7,375.564,41.8,18.571,114.898,4.29,25.1,31.4,56.5,0.45
5/6/2020,546,20762,1.791,48.147,78.7,375.564,41.8,18.571,114.898,4.29,25.1,31.4,56.5,0.45
5/7/2020,552,22031,1.901,46.726,78.7,375.564,41.8,18.571,114.898,4.29,25.1,31.4,56.5,0.46
5/8/2020,442,25882,2.233,49.88,78.7,375.564,41.8,18.571,114.898,4.29,25.1,31.4,56.5,0.46
5/9/2020,483,21012,1.813,47.4,78.7,375.564,41.8,18.571,114.898,4.29,25.1,31.4,56.5,0.46
5/10/2020,240,12301,1.061,47.74,78.7,375.564,41.8,18.571,114.898,4.29,25.1,31.4,56.5,0.47
5/11/2020,118,11055,0.954,44.104,75,375.564,41.8,18.571,114.898,4.29,25.1,31.4,56.5,0.47
5/12/2020,476,20515,1.77,46.748,75,375.564,41.8,18.571,114.898,4.29,25.1,31.4,56.5,0.47
5/13/2020,395,23140,1.997,50.234,75,375.564,41.8,18.571,114.898,4.29,25.1,31.4,56.5,0.48
5/14/2020,321,20263,1.748,54.21,75,375.564,41.8,18.571,114.898,4.29,25.1,31.4,56.5,0.48
5/15/2020,305,20884,1.802,55.249,75,375.564,41.8,18.571,114.898,4.29,25.1,31.4,56.5,0.48
5/16/2020,346,14425,1.245,55.695,75,375.564,41.8,18.571,114.898,4.29,25.1,31.4,56.5,0.48
5/17/2020,147,10103,0.872,57.109,75,375.564,41.8,18.571,114.898,4.29,25.1,31.4,56.5,0.49
5/18/2020,81,10710,0.924,57.964,75,375.564,41.8,18.571,114.898,4.29,25.1,31.4,56.5,0.49
5/19/2020,317,16701,1.441,60.789,75,375.564,41.8,18.571,114.898,4.29,25.1,31.4,56.5,0.49
5/20/2020,292,18759,1.619,61.828,75,375.564,41.8,18.571,114.898,4.29,25.1,31.4,56.5,0.49
5/21/2020,385,9878,0.852,54.169,75,375.564,41.8,18.571,114.898,4.29,25.1,31.4,56.5,0.49
5/22/2020,70,13278,1.146,57.299,75,375.564,41.8,18.571,114.898,4.29,25.1,31.4,56.5,0.5
5/23/2020,248,9227,0.796,57.568,75,375.564,41.8,18.571,114.898,4.29,25.1,31.4,56.5,0.5
5/24/2020,123,7022,0.606,56.448,75,375.564,41.8,18.571,114.898,4.29,25.1,31.4,56.5,0.5
